Notes	2013 Urbanization	2013 Urbanization Code	Infant Age Groups	Infant Age Groups Code	UCD - ICD-10 130 Cause List (Infants)	UCD - ICD-10 130 Cause List (Infants) Code	Deaths	Population	Crude Rate
	NonCore (non-metro)	6	1-6 days	1-6d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	25	3837310	0
	NonCore (non-metro)	6	1-6 days	1-6d	Accidental suffocation and strangulation in bed (W75)	GR130-146	14	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	Certain infectious and parasitic diseases (A00-B99)	GR130-001	46	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Viral diseases (A80-B34)	GR130-012	24	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	24	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	12	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	14	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	11	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	44	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	38	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Diseases of the nervous system (G00-G98)	GR130-039	52	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"#Meningitis (G00,G03)"	GR130-040	21	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	28	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Diseases of the circulatory system (I00-I99)	GR130-046	78	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	18	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	Cardiomyopathy (I42)	GR130-049	22	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Cerebrovascular diseases (I60-I69)	GR130-051	11	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	23	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	22	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Diseases of the digestive system (K00-K92)	GR130-063	45	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	13	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	28	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Diseases of the genitourinary system (N00-N95)	GR130-067	39	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	38	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	1875	3837310	0.5
	NonCore (non-metro)	6	7-27 days	7-27d	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	56	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	20	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	21	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	14	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	131	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	19	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	112	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	90	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	22	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Birth trauma (P10-P15)	GR130-092	15	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	88	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Intrauterine hypoxia (P20)	GR130-094	22	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Birth asphyxia (P21)	GR130-095	66	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Respiratory distress of newborn (P22)	GR130-096	136	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	209	3837310	0.1
	NonCore (non-metro)	6	7-27 days	7-27d	#Congenital pneumonia (P23)	GR130-098	57	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Neonatal aspiration syndromes (P24)	GR130-099	11	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	28	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	31	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	28	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Atelectasis (P28.0-P28.1)	GR130-103	36	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	18	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	Infections specific to the perinatal period (P35-P39)	GR130-105	489	3837310	0.1
	NonCore (non-metro)	6	7-27 days	7-27d	#Bacterial sepsis of newborn (P36)	GR130-106	387	3837310	0.1
	NonCore (non-metro)	6	7-27 days	7-27d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	98	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	169	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	134	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Hematological disorders (P60-P61)	GR130-113	29	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Necrotizing enterocolitis of newborn (P77)	GR130-115	301	3837310	0.1
	NonCore (non-metro)	6	7-27 days	7-27d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	26	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	252	3837310	0.1
	NonCore (non-metro)	6	7-27 days	7-27d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	999	3837310	0.3
	NonCore (non-metro)	6	7-27 days	7-27d	Anencephaly and similar malformations (Q00)	GR130-119	12	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	Congenital hydrocephalus (Q03)	GR130-120	22	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	79	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Congenital malformations of heart (Q20-Q24)	GR130-123	410	3837310	0.1
	NonCore (non-metro)	6	7-27 days	7-27d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	57	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	51	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Congenital malformations of digestive system (Q35-Q45)	GR130-126	14	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	21	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	102	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Edward's syndrome (Q91.0-Q91.3)	GR130-130	81	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Patau's syndrome (Q91.4-Q91.7)	GR130-131	50	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	58	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	33	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	403	3837310	0.1
	NonCore (non-metro)	6	7-27 days	7-27d	#Sudden infant death syndrome (R95)	GR130-135	263	3837310	0.1
	NonCore (non-metro)	6	7-27 days	7-27d	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	140	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	10	3837310	Unreliable
	NonCore (non-metro)	6	7-27 days	7-27d	"External causes of mortality (*U01,V01-Y84)"	GR130-138	166	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	#Accidents (unintentional injuries) (V01-X59)	GR130-139	141	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	Accidental suffocation and strangulation in bed (W75)	GR130-146	103	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	20	3837310	0
	NonCore (non-metro)	6	7-27 days	7-27d	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	13	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	Certain infectious and parasitic diseases (A00-B99)	GR130-001	550	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	Certain intestinal infectious diseases (A00-A08)	GR130-002	21	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Diarrhea and gastroenteritis of infectious origin (A09)	GR130-003	84	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Whooping cough (A37)	GR130-007	21	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Meningococcal infection (A39)	GR130-008	14	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	#Septicemia (A40-A41)	GR130-009	251	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	Viral diseases (A80-B34)	GR130-012	111	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	111	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Candidiasis (B37)	GR130-019	15	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	30	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Neoplasms (C00-D48)	GR130-023	87	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Malignant neoplasms (C00-C97)	GR130-024	51	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Leukemia (C91-C95)	GR130-026	15	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	36	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	36	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	64	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	38	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Certain disorders involving the immune mechanism (D80-D89)	GR130-032	18	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	178	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Nutritional deficiencies (E40-E64)	GR130-035	10	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	49	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	109	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Diseases of the nervous system (G00-G98)	GR130-039	334	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	"#Meningitis (G00,G03)"	GR130-040	54	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"#Infantile spinal muscular atrophy, type I (Werdnig-Hoffman) (G12.0)"	GR130-041	13	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	#Infantile cerebral palsy (G80)	GR130-042	16	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	"#Anoxic brain damage, not elsewhere classified (G93.1)"	GR130-043	40	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	211	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	#Diseases of the circulatory system (I00-I99)	GR130-046	447	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	71	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"Pericarditis, endocarditis and myocarditis (I30,I33,I40)"	GR130-048	19	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	Cardiomyopathy (I42)	GR130-049	78	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Cardiac arrest (I46)	GR130-050	55	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Cerebrovascular diseases (I60-I69)	GR130-051	90	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	134	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	712	3837310	0.2
	NonCore (non-metro)	6	28-364 days	28-364d	#Acute upper respiratory infections (J00-J06)	GR130-054	20	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Influenza and pneumonia (J09-J18)	GR130-055	298	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	Influenza (J09-J11)	GR130-056	20	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Pneumonia (J12-J18)	GR130-057	278	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	#Acute bronchitis and acute bronchiolitis (J20-J21)	GR130-058	66	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"#Bronchitis, chronic and unspecified (J40-J42)"	GR130-059	22	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Pneumonitis due to solids and liquids (J69)	GR130-061	17	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	284	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	Diseases of the digestive system (K00-K92)	GR130-063	330	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	174	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	33	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	123	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Diseases of the genitourinary system (N00-N95)	GR130-067	63	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	42	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	21	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	549	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	38	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	15	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	100	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	93	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	45	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	48	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	15	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	Birth asphyxia (P21)	GR130-095	15	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	#Respiratory distress of newborn (P22)	GR130-096	36	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	209	3837310	0.1
	NonCore (non-metro)	6	28-364 days	28-364d	#Congenital pneumonia (P23)	GR130-098	13	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	169	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Atelectasis (P28.0-P28.1)	GR130-103	12	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	Infections specific to the perinatal period (P35-P39)	GR130-105	35	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Bacterial sepsis of newborn (P36)	GR130-106	19	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	16	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	15	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	#Necrotizing enterocolitis of newborn (P77)	GR130-115	43	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	11	3837310	Unreliable
	NonCore (non-metro)	6	28-364 days	28-364d	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	46	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	1697	3837310	0.4
	NonCore (non-metro)	6	28-364 days	28-364d	Congenital hydrocephalus (Q03)	GR130-120	40	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	132	3837310	0
	NonCore (non-metro)	6	28-364 days	28-364d	Congenital malformations of heart (Q20-Q24)	GR130-123	709	3837310	0.2
	NonCore (non-metro)	6	28-364 days	28-364d	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	81	3837310	0
